tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,jpg_url,retweeted_status_timestamp,breed,conf,dog_name
892420643555336193,nan,nan,2017-08-01 16:23:56,iPhone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13,10,Phineas,,39492,8842,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,2017-08-01 16:23:56,NaN,NaN,Phineas
892177421306343426,nan,nan,2017-08-01 00:17:27,iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,Tilly,,33786,6480,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,2017-08-01 00:17:27,Chihuahua,0.323581,Tilly
891815181378084864,nan,nan,2017-07-31 00:18:03,iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,Archie,,25445,4301,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,2017-07-31 00:18:03,Chihuahua,0.716012,Archie
891689557279858688,nan,nan,2017-07-30 15:58:51,iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,Darla,,42863,8925,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,2017-07-30 15:58:51,Labrador_retriever,0.168086,Darla
891327558926688256,nan,nan,2017-07-29 16:00:24,iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,Franklin,,41016,9721,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2017-07-29 16:00:24,basset,0.555712,Franklin
891087950875897856,nan,nan,2017-07-29 00:08:17,iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,None,,20548,3240,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,2017-07-29 00:08:17,Chesapeake_Bay_retriever,0.425595,
890971913173991426,nan,nan,2017-07-28 16:27:12,iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,Jax,,12053,2142,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,2017-07-28 16:27:12,Appenzeller,0.34170300000000003,Jax
890729181411237888,nan,nan,2017-07-28 00:22:40,iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,None,,66596,19548,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2017-07-28 00:22:40,Pomeranian,0.566142,
890609185150312448,nan,nan,2017-07-27 16:25:51,iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,Zoey,,28187,4403,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,2017-07-27 16:25:51,Irish_terrier,0.487574,Zoey
890240255349198849,nan,nan,2017-07-26 15:59:51,iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,Cassie,doggo,32467,7684,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,2017-07-26 15:59:51,Pembroke,0.511319,Cassie
890006608113172480,nan,nan,2017-07-26 00:31:25,iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,31127,7584,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,2017-07-26 00:31:25,Samoyed,0.957979,Koda
889880896479866881,nan,nan,2017-07-25 16:11:53,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,28208,5116,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,2017-07-25 16:11:53,French_bulldog,0.377417,Bruno
889665388333682689,nan,nan,2017-07-25 01:55:32,iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,38745,8502,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,2017-07-25 01:55:32,Pembroke,0.966327,
889638837579907072,nan,nan,2017-07-25 00:10:02,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,27633,4705,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,2017-07-25 00:10:02,French_bulldog,0.99165,Ted
889531135344209921,nan,nan,2017-07-24 17:02:04,iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,15329,2309,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,2017-07-24 17:02:04,golden_retriever,0.953442,Stuart
889278841981685760,nan,nan,2017-07-24 00:19:32,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,25712,5635,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,2017-07-24 00:19:32,whippet,0.626152,Oliver
888917238123831296,nan,nan,2017-07-23 00:22:39,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,29555,4681,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,2017-07-23 00:22:39,golden_retriever,0.714719,Jim
888804989199671297,nan,nan,2017-07-22 16:56:37,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,26021,4535,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,2017-07-22 16:56:37,golden_retriever,0.46976,Zeke
888554962724278272,nan,nan,2017-07-22 00:23:06,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,20267,3722,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,2017-07-22 00:23:06,Siberian_husky,0.700377,Ralphus
888078434458587136,nan,nan,2017-07-21 01:02:36,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,22144,3637,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,2017-07-21 01:02:36,French_bulldog,0.995026,Gerald
887705289381826560,nan,nan,2017-07-20 16:49:33,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,30690,5584,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,2017-07-20 16:49:33,basset,0.821664,Jeffrey
887517139158093824,nan,nan,2017-07-19 16:06:48,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,,46940,12053,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,2017-07-19 16:06:48,NaN,NaN,
887473957103951883,nan,nan,2017-07-19 03:39:09,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,70007,18813,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2017-07-19 03:39:09,Pembroke,0.809197,Canela
887343217045368832,nan,nan,2017-07-19 00:47:34,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,,34223,10713,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,2017-07-19 00:47:34,Mexican_hairless,0.330741,
887101392804085760,nan,nan,2017-07-18 16:08:03,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,floof,31045,6147,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,2017-07-18 16:08:03,Samoyed,0.733942,
886983233522544640,nan,nan,2017-07-18 00:07:08,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,35786,8045,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2017-07-18 00:07:08,Chihuahua,0.793469,Maya
886736880519319552,nan,nan,2017-07-17 16:17:36,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,12286,3420,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2017-07-17 16:17:36,kuvasz,0.309706,Mingus
886680336477933568,nan,nan,2017-07-16 23:58:41,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,22802,4597,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,2017-07-16 23:58:41,NaN,NaN,Derek
886366144734445568,nan,nan,2017-07-16 20:14:00,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,21488,3297,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2017-07-16 20:14:00,French_bulldog,0.999201,Roscoe
886258384151887873,nan,nan,2017-07-15 23:25:31,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,28437,6506,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,2017-07-15 23:25:31,pug,0.943575,Waffles
885984800019947520,nan,nan,2017-07-15 16:51:35,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,33299,7043,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,2017-07-15 16:51:35,Blenheim_spaniel,0.972494,Jimbo
885528943205470208,nan,nan,2017-07-15 16:17:19,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,36592,6642,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,2017-07-15 16:17:19,pug,0.369275,Maisey
885167619883638784,nan,nan,2017-07-15 02:45:48,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,,22304,4526,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,2017-07-15 02:45:48,malamute,0.8124819999999999,
